timestamp,refinery_area,sensor_id,sensor_type,sensor_reading,sensor_units,operational_status
02/03/2022 05:15:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,500,Barrels/Hour,Low
02/03/2022 05:15:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,652,Degrees Fahrenheit,Low
02/03/2022 05:15:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,1900,Pounds/Hour,Low
02/03/2022 05:15:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,180,Cubic meters/Hour,Low
02/03/2022 05:15:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,360,RPM,Low
02/03/2022 05:15:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,46,Degrees Fahrenheit,Low
02/03/2022 05:15:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,63,Degrees Fahrenheit,Low
02/03/2022 05:15:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,275,Degrees Fahrenheit,Low
02/03/2022 05:15:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 05:15:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,0,Cubic Meters/Hour,Low
02/03/2022 05:15:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,0,MMBTU/Hour,Low
02/03/2022 05:15:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,0,Percent,Low
02/03/2022 05:30:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,1900,Barrels/Hour,Low
02/03/2022 05:30:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,57,Degrees Fahrenheit,Low
02/03/2022 05:30:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,450,Barrels/Hour,Low
02/03/2022 05:30:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,650,Degrees Fahrenheit,Low
02/03/2022 05:30:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,1700,Pounds/Hour,Low
02/03/2022 05:30:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,170,Cubic meters/Hour,Low
02/03/2022 05:30:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,340,RPM,Low
02/03/2022 05:30:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,43,Degrees Fahrenheit,Low
02/03/2022 05:30:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,60,Degrees Fahrenheit,Low
02/03/2022 05:30:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,270,Degrees Fahrenheit,Low
02/03/2022 05:30:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 05:30:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,0,Cubic Meters/Hour,Low
02/03/2022 05:30:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,0,MMBTU/Hour,Low
02/03/2022 05:30:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,0,Percent,Low
02/03/2022 05:45:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,1700,Barrels/Hour,Low
02/03/2022 05:45:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,55,Degrees Fahrenheit,Low
02/03/2022 05:45:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,400,Barrels/Hour,Low
02/03/2022 05:45:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,648,Degrees Fahrenheit,Low
02/03/2022 05:45:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,1500,Pounds/Hour,Low
02/03/2022 05:45:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,160,Cubic meters/Hour,Low
02/03/2022 05:45:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,320,RPM,Low
02/03/2022 05:45:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,40,Degrees Fahrenheit,Low
02/03/2022 05:45:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,60,Degrees Fahrenheit,Low
02/03/2022 05:45:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,275,Degrees Fahrenheit,Low
02/03/2022 05:45:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 05:45:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,0,Cubic Meters/Hour,Low
02/03/2022 05:45:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,0,MMBTU/Hour,Low
02/03/2022 05:45:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,0,Percent,Low
02/03/2022 06:00:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,1500,Barrels/Hour,Low
02/03/2022 06:00:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,53,Degrees Fahrenheit,Low
02/03/2022 06:00:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,350,Barrels/Hour,Low
02/03/2022 06:00:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,646,Degrees Fahrenheit,Low
02/03/2022 06:00:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,1300,Pounds/Hour,Low
02/03/2022 06:00:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,150,Cubic meters/Hour,Low
02/03/2022 06:00:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,300,RPM,Low
02/03/2022 06:00:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,37,Degrees Fahrenheit,Low
02/03/2022 06:00:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,54,Degrees Fahrenheit,Low
02/03/2022 06:00:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,260,Degrees Fahrenheit,Low
02/03/2022 06:00:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 06:00:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,0,Cubic Meters/Hour,Low
02/03/2022 06:00:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,0,MMBTU/Hour,Low
02/03/2022 06:00:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,0,Percent,Low
02/03/2022 06:15:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,1300,Barrels/Hour,Low
02/03/2022 06:15:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,51,Degrees Fahrenheit,Low
02/03/2022 06:15:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,300,Barrels/Hour,Low
02/03/2022 06:15:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,644,Degrees Fahrenheit,Low
02/03/2022 06:15:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,1100,Pounds/Hour,Low
02/03/2022 06:15:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,140,Cubic meters/Hour,Low
02/03/2022 06:15:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,280,RPM,Low
02/03/2022 06:15:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,34,Degrees Fahrenheit,Low
02/03/2022 06:15:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,51,Degrees Fahrenheit,Low
02/03/2022 06:15:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,255,Degrees Fahrenheit,Low
02/03/2022 06:15:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 06:15:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,0,Cubic Meters/Hour,Low
02/03/2022 06:15:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,0,MMBTU/Hour,Low
02/03/2022 06:15:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,0,Percent,Low
02/03/2022 06:30:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,1100,Barrels/Hour,Low
02/03/2022 06:30:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,49,Degrees Fahrenheit,Low
02/03/2022 06:30:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,250,Barrels/Hour,Low
02/03/2022 06:30:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,642,Degrees Fahrenheit,Low
02/03/2022 06:30:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,900,Pounds/Hour,Low
02/03/2022 06:30:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,130,Cubic meters/Hour,Low
02/03/2022 06:30:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,260,RPM,Low
02/03/2022 06:30:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,31,Degrees Fahrenheit,Low
02/03/2022 06:30:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,48,Degrees Fahrenheit,Low
02/03/2022 06:30:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,250,Degrees Fahrenheit,Low
02/03/2022 06:30:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 06:30:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,0,Cubic Meters/Hour,Low
02/03/2022 06:30:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,0,MMBTU/Hour,Low
02/03/2022 06:30:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,0,Percent,Low
02/03/2022 06:45:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,900,Barrels/Hour,Low
02/03/2022 06:45:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,47,Degrees Fahrenheit,Low
02/03/2022 06:45:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,200,Barrels/Hour,Low
02/03/2022 06:45:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,640,Degrees Fahrenheit,Low
02/03/2022 06:45:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,700,Pounds/Hour,Low
02/03/2022 06:45:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,120,Cubic meters/Hour,Low
02/03/2022 06:45:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,240,RPM,Low
02/03/2022 06:45:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,28,Degrees Fahrenheit,Low
02/03/2022 06:45:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,45,Degrees Fahrenheit,Low
02/03/2022 06:45:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,245,Degrees Fahrenheit,Low
02/03/2022 06:45:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 06:45:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,0,Cubic Meters/Hour,Low
02/03/2022 06:45:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,0,MMBTU/Hour,Low
02/03/2022 06:45:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,0,Percent,Low
02/03/2022 07:00:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,700,Barrels/Hour,Low
02/03/2022 07:00:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,45,Degrees Fahrenheit,Low
02/03/2022 07:00:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,150,Barrels/Hour,Low
02/03/2022 07:00:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,638,Degrees Fahrenheit,Low
02/03/2022 07:00:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,500,Pounds/Hour,Low
02/03/2022 07:00:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,110,Cubic meters/Hour,Low
02/03/2022 07:00:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,220,RPM,Low
02/03/2022 07:00:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,25,Degrees Fahrenheit,Low
02/03/2022 07:00:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,42,Degrees Fahrenheit,Low
02/03/2022 07:00:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,240,Degrees Fahrenheit,Low
02/03/2022 07:00:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 07:00:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,0,Cubic Meters/Hour,Low
02/03/2022 07:00:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,0,MMBTU/Hour,Low
02/03/2022 07:00:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,0,Percent,Low
02/03/2022 07:15:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,500,Barrels/Hour,Low
02/03/2022 07:15:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,43,Degrees Fahrenheit,Low
02/03/2022 07:15:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,100,Barrels/Hour,Low
02/03/2022 07:15:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,636,Degrees Fahrenheit,Low
02/03/2022 07:15:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,300,Pounds/Hour,Low
02/03/2022 07:15:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,100,Cubic meters/Hour,Low
02/03/2022 07:15:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,200,RPM,Low
02/03/2022 07:15:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,22,Degrees Fahrenheit,Low
02/03/2022 07:15:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,39,Degrees Fahrenheit,Low
02/03/2022 07:15:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,235,Degrees Fahrenheit,Low
02/03/2022 07:15:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 07:15:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,0,Cubic Meters/Hour,Low
02/03/2022 07:15:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,0,MMBTU/Hour,Low
02/03/2022 07:15:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,0,Percent,Low
02/03/2022 07:30:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,300,Barrels/Hour,Low
02/03/2022 07:30:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,41,Degrees Fahrenheit,Low
02/03/2022 07:30:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,50,Barrels/Hour,Low
02/03/2022 07:30:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,634,Degrees Fahrenheit,Low
02/03/2022 07:30:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,100,Pounds/Hour,Low
02/03/2022 07:30:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,90,Cubic meters/Hour,Low
02/03/2022 07:30:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,180,RPM,Low
02/03/2022 07:30:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,19,Degrees Fahrenheit,Low
02/03/2022 07:30:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,36,Degrees Fahrenheit,Low
02/03/2022 07:30:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,230,Degrees Fahrenheit,Low
02/03/2022 07:30:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 07:30:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,0,Cubic Meters/Hour,Low
02/03/2022 07:30:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,0,MMBTU/Hour,Low
02/03/2022 07:30:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,0,Percent,Low
02/03/2022 07:45:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,100,Barrels/Hour,Low
02/03/2022 07:45:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,39,Degrees Fahrenheit,Low
02/03/2022 07:45:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,20,Barrels/Hour,Low
02/03/2022 07:45:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,630,Degrees Fahrenheit,Low
02/03/2022 07:45:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,50,Pounds/Hour,Low
02/03/2022 07:45:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,80,Cubic meters/Hour,Low
02/03/2022 07:45:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,160,RPM,Low
02/03/2022 07:45:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,16,Degrees Fahrenheit,Low
02/03/2022 07:45:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,33,Degrees Fahrenheit,Low
02/03/2022 07:45:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,225,Degrees Fahrenheit,Low
02/03/2022 07:45:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 07:45:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,0,Cubic Meters/Hour,Low
02/03/2022 07:45:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,0,MMBTU/Hour,Low
02/03/2022 07:45:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,0,Percent,Low
02/03/2022 08:00:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,50,Barrels/Hour,Low
02/03/2022 08:00:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,37,Degrees Fahrenheit,Low
02/03/2022 08:00:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,10,Barrels/Hour,Low
02/03/2022 08:00:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,626,Degrees Fahrenheit,Low
02/03/2022 08:00:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,25,Pounds/Hour,Low
02/03/2022 08:00:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,70,Cubic meters/Hour,Low
02/03/2022 08:00:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,140,RPM,Low
02/03/2022 08:00:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,13,Degrees Fahrenheit,Low
02/03/2022 08:00:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,30,Degrees Fahrenheit,Low
02/03/2022 08:00:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,220,Degrees Fahrenheit,Low
02/03/2022 08:00:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 08:00:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,0,Cubic Meters/Hour,Low
02/03/2022 08:00:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,0,MMBTU/Hour,Low
02/03/2022 08:00:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,0,Percent,Low
